MOF,MOFid,CO2_capacity_001,CO2_capacity_005,CO2_capacity_01,CO2_capacity_05,CO2_capacity_25,node,linkers
hMOF-1004158,Nc1ccc2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)cc(c1N)N.[O-]C(=O)c1cc(N)c(c(c1)N)C(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1N)N)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.344183,1.44936,2.54859,4.52474,5.3678,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Nc1ccc2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)cc(c1N)N', '[O-]C(=O)c1cc(N)c(c(c1)N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1N)N)C(=O)[O-]']"
hMOF-7001328,[O-]C(=O)C12C3(F)C4C1(F)C1(C2(C3(C41C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4C1(F)C1(C2(C3(C41C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001328,1.85858,2.55864,2.54497,2.70426,2.73388,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C12C3(F)C4C1(F)C1(C2(C3(C41C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C1(F)C1(C2(C3(C41C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F']"
hMOF-1004159,Nc1cc(N)c2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1N)N)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.347577,1.55416,2.53453,4.44333,5.3872,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Nc1cc(N)c2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1', '[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1N)N)C(=O)[O-]']"
hMOF-1004151,ClC1=Cc2c(C=[C]1)c(C(=O)[O-])c1=C[C]=CC(=c1c2C(=O)[O-])Cl.[O-]C(=O)C1=C(Cl)C(=C([C]=C1)C(=O)[O-])Cl.[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.370149,1.61313,2.53324,4.0794,5.00981,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['ClC1=Cc2c(C=[C]1)c(C(=O)[O-])c1=C[C]=CC(=c1c2C(=O)[O-])Cl', '[O-]C(=O)C1=C(Cl)C(=C([C]=C1)C(=O)[O-])Cl', '[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-]']"
hMOF-1004614,N#CC(=C(C(=O)[O-])C#N)C(=O)[O-].N#CC(=CC(=O)[O-])C(=O)[O-].N#CC12C(=CC=C3[C]1[N]12[C]2C41[C]1[N]54C4[C]5C56[C][N]N([C]3)C(=[N])C3=C7C8=C9C%10%11[N]2(C3%10)C1%11[CH]C(=C9[C][N]N1[N][C]C23C9(C%10=C(C6(C=C4C(=O)[O-])N5%10)N29)[CH]C(=C[C]3[C]2[C]([N]34C5([C]7C=C([CH]C45)C(=O)[O-])C3[CH]8)[N]32C2[C]3[C]([C]1)C=C[C]2C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.UNKNOWN,0.343885,1.63365,2.53151,3.78341,4.45841,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#CC(=C(C(=O)[O-])C#N)C(=O)[O-]', 'N#CC(=CC(=O)[O-])C(=O)[O-]', 'N#CC12C(=CC=C3[C]1[N]12[C]2C41[C]1[N]54C4[C]5C56[C][N]N([C]3)C(=[N])C3=C7C8=C9C%10%11[N]2(C3%10)C1%11[CH]C(=C9[C][N]N1[N][C]C23C9(C%10=C(C6(C=C4C(=O)[O-])N5%10)N29)[CH]C(=C[C]3[C]2[C]([N]34C5([C]7C=C([CH]C45)C(=O)[O-])C3[CH]8)[N]32C2[C]3[C]([C]1)C=C[C]2C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']"
hMOF-1004265,CC1=C[C]=c2c(=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)ccc1C.[O-]C(=O)C1=CC(C)(C=C[C]1C)C1(C)C=[C]C=C([C]1C)C(=O)[O-].[O-]C(=O)C1=CC2C3C([CH]1)(C)C1C3C2(C)[CH]C(=C1C)C(=O)[O-].[O-]C(=O)C=C(C(=C(C(=O)[O-])C)C)C.[O-]C(=O)C=CC=C(C(=O)[O-])C.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.bct.cat0,0.469038,1.75865,2.52295,3.89021,4.85085,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CC1=C[C]=c2c(=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)ccc1C', '[O-]C(=O)C1=CC(C)(C=C[C]1C)C1(C)C=[C]C=C([C]1C)C(=O)[O-]', '[O-]C(=O)C1=CC2C3C([CH]1)(C)C1C3C2(C)[CH]C(=C1C)C(=O)[O-]', '[O-]C(=O)C=C(C(=C(C(=O)[O-])C)C)C', '[O-]C(=O)C=CC=C(C(=O)[O-])C']"
hMOF-1004018,[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-].[O-]C(=O)c1c(C)c(C)c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1cc(C)c(c2c1c(C)c(C)cc2C)C(=O)[O-].[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.364271,1.75508,2.52091,4.57993,5.76703,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-]', '[O-]C(=O)c1c(C)c(C)c(c2c1cccc2)C(=O)[O-]', '[O-]C(=O)c1cc(C)c(c2c1c(C)c(C)cc2C)C(=O)[O-]', '[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-]']"
hMOF-7001327,[O-]C(=O)C12C3(F)C4C2(C2(C1(C3C42C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])F)F)F)F.[O-]C(=O)C12C3C4C2(C2(C1(C3C42C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001327,1.08418,2.39078,2.51547,2.76879,2.84922,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C12C3(F)C4C2(C2(C1(C3C42C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])F)F)F)F', '[O-]C(=O)C12C3C4C2(C2(C1(C3C42C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F']"
hMOF-7000200,CCc1cc(cc(c1C(=O)[O-])CC)C(=O)[O-].CCc1cc(ccc1C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7000200,0.51214,1.60076,2.49012,4.91176,6.07056,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCc1cc(cc(c1C(=O)[O-])CC)C(=O)[O-]', 'CCc1cc(ccc1C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']"
hMOF-7001515,Cc1c(C)c(C)c2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1C.Cc1c(C)cc2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1)C.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001515,0.911077,1.96151,2.48798,3.54877,4.13044,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Cc1c(C)c(C)c2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1C', 'Cc1c(C)cc2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1)C', '[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C']"
hMOF-1003903,CCC(=CC(=C(C(=O)[O-])[CH2])CC)C(=O)[O-].CCC(=CC(=O)[O-])C(=C(C(=O)[O-])CC)CC.CCc1c(N=NC2=C[C]=C(C=[C]2)C(=O)[O-])c(CC)c(c(c1CC)C(=O)[O-])CC.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.602019,1.775,2.47362,3.63441,4.41611,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCC(=CC(=C(C(=O)[O-])[CH2])CC)C(=O)[O-]', 'CCC(=CC(=O)[O-])C(=C(C(=O)[O-])CC)CC', 'CCc1c(N=NC2=C[C]=C(C=[C]2)C(=O)[O-])c(CC)c(c(c1CC)C(=O)[O-])CC']"
hMOF-7001786,C[C]1C=C(C(=O)[O-])C2(C3C1C1(C3C2C(=C[C]1C(=O)[O-])C)C)C.Cc1cc(C(=O)[O-])c(cc1C=Cc1ccc(cc1)C(=O)[O-])C.[O-]C(=O)C1=CC=c2c(=[C]1)c1cc(C)c3c(c1cc2)[C]=C(C(=C3C)C)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(C)c(C)c3=CC(=C([C]=c3c1cc2C)C(=O)[O-])C.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001786,0.296727,1.22044,2.45271,5.95773,8.7067,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['C[C]1C=C(C(=O)[O-])C2(C3C1C1(C3C2C(=C[C]1C(=O)[O-])C)C)C', 'Cc1cc(C(=O)[O-])c(cc1C=Cc1ccc(cc1)C(=O)[O-])C', '[O-]C(=O)C1=CC=c2c(=[C]1)c1cc(C)c3c(c1cc2)[C]=C(C(=C3C)C)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(C)c(C)c3=CC(=C([C]=c3c1cc2C)C(=O)[O-])C']"
hMOF-7001501,CCC12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41CC)C#CC(=O)[O-])CC)CC.CC[C]1C2[CH]C(C(=C1[CH2])C(=O)[O-])(CC)C1[C](C2C(=C[CH]1)C(=O)[O-])CC.CCc1cc2cc(cc(c2c(c1C(=O)[O-])CC)CC)C(=O)[O-].CCc1cc2cc(cc(c2cc1[C][O])CC)C(=O)[O-].[O].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001501,0.851026,1.73442,2.45269,3.7086,5.20294,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCC12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41CC)C#CC(=O)[O-])CC)CC', 'CC[C]1C2[CH]C(C(=C1[CH2])C(=O)[O-])(CC)C1[C](C2C(=C[CH]1)C(=O)[O-])CC', 'CCc1cc2cc(cc(c2c(c1C(=O)[O-])CC)CC)C(=O)[O-]', 'CCc1cc2cc(cc(c2cc1[C][O])CC)C(=O)[O-]', '[O]']"
hMOF-1004030,Clc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C1=[C]C(=C(c2c1cccc2Cl)C(=O)[O-])Cl.[O-]C(=O)C1=[C]C=C(C=C1Cl)C1=CC(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(Cl)c(c2c1C=[C][C]=C2Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.558085,1.62447,2.44471,3.58518,4.50944,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Clc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C1=[C]C(=C(c2c1cccc2Cl)C(=O)[O-])Cl', '[O-]C(=O)C1=[C]C=C(C=C1Cl)C1=CC(=C(C(=[C]1)Cl)C(=O)[O-])Cl', '[O-]C(=O)c1cc(Cl)c(c2c1C=[C][C]=C2Cl)C(=O)[O-]']"
hMOF-1004358,[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-].[O-]C(=O)c1cc(C)c(c(c1)C)C(=O)[O-].[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-].[O-]C(=O)c1cc2cc(C)c3c4c2c(c1C)ccc4cc(c3C)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.380018,1.68214,2.44356,4.75223,6.61635,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-]', '[O-]C(=O)c1cc(C)c(c(c1)C)C(=O)[O-]', '[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-]', '[O-]C(=O)c1cc2cc(C)c3c4c2c(c1C)ccc4cc(c3C)C(=O)[O-]']"
hMOF-1003202,Cc1cc(ccc1c1ccc(c(c1)C)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-].[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.401541,1.26088,2.44014,4.92871,6.3841,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Cc1cc(ccc1c1ccc(c(c1)C)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-]', '[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-]']"
hMOF-7001224,CCC(=CC(=O)[O-])C=CC(=O)[O-].CCC12C3C4C2(C2(C1C3(C42CC)C(=O)[O-])CC)C(=O)[O-].CCC1=C([CH]C2([CH]C1C1C=C([CH]C2[CH]1)C(=O)[O-])[CH2])C(=O)[O-].CC[C]1C(=CC23[CH]C1C1(CC)[C](CC)C(=[C]C3(C21)CC)C(=O)[O-])C(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001224,1.1617,2.0025,2.43072,2.7536,3.22307,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCC(=CC(=O)[O-])C=CC(=O)[O-]', 'CCC12C3C4C2(C2(C1C3(C42CC)C(=O)[O-])CC)C(=O)[O-]', 'CCC1=C([CH]C2([CH]C1C1C=C([CH]C2[CH]1)C(=O)[O-])[CH2])C(=O)[O-]', 'CC[C]1C(=CC23[CH]C1C1(CC)[C](CC)C(=[C]C3(C21)CC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-]']"
hMOF-1003321,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-].CC1=CC2C3C4(C1[C]1C2(C3[CH][C](C41C)C)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-].CC1=CC2(C)C3C4(C1[C]1C2(C3[C]([C](C41)C)C)C(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.549295,1.75,2.43046,3.2557,3.9009,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-]', 'CC1=CC2C3C4(C1[C]1C2(C3[CH][C](C41C)C)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-]', 'CC1=CC2(C)C3C4(C1[C]1C2(C3[C]([C](C41)C)C)C(=O)[O-])C(=O)[O-]']"
hMOF-1004016,[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-].[O-]C(=O)c1c(C)cc(c2c1ccc(c2C)C)C(=O)[O-].[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-].[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1C)C)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.474489,1.66091,2.42647,3.89328,5.06239,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-]', '[O-]C(=O)c1c(C)cc(c2c1ccc(c2C)C)C(=O)[O-]', '[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-]', '[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1C)C)C(=O)[O-]']"
hMOF-1004348,[O-]C(=O)c1cc(F)c(c(c1)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc2c(F)cc3c4c2c(c1F)ccc4cc(c3F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.897373,1.77189,2.39759,4.08436,5.49785,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)c1cc(F)c(c(c1)F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1cc2c(F)cc3c4c2c(c1F)ccc4cc(c3F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]']"
hMOF-7001159,CCC12C3C4C2(C2(C1C3(C42CC)C(=O)[O-])CC)C(=O)[O-].CCc1cc(cc(c1C#Cc1cc(CC)c(c(c1CC)CC)C(=O)[O-])CC)C(=O)[O-].CCc1cc(cc(c1C#Cc1ccc(c(c1)CC)C(=O)[O-])CC)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001159,0.510361,1.54709,2.37147,4.72221,8.15332,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCC12C3C4C2(C2(C1C3(C42CC)C(=O)[O-])CC)C(=O)[O-]', 'CCc1cc(cc(c1C#Cc1cc(CC)c(c(c1CC)CC)C(=O)[O-])CC)C(=O)[O-]', 'CCc1cc(cc(c1C#Cc1ccc(c(c1)CC)C(=O)[O-])CC)C(=O)[O-]']"
hMOF-7001078,CCC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])CC.CCC12C3C4C2(C2(C1C3(C42)C(=O)[O-])CC)C(=O)[O-].CCc1cc(C(=O)[O-])c(c(c1C(=O)[O-])CC)CC.CCc1cc(cc(c1C(=O)[O-])CC)C(=O)[O-].CCc1cc(ccc1C(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001078,0.914416,1.94822,2.35675,3.06987,3.57663,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])CC', 'CCC12C3C4C2(C2(C1C3(C42)C(=O)[O-])CC)C(=O)[O-]', 'CCc1cc(C(=O)[O-])c(c(c1C(=O)[O-])CC)CC', 'CCc1cc(cc(c1C(=O)[O-])CC)C(=O)[O-]', 'CCc1cc(ccc1C(=O)[O-])C(=O)[O-]']"
hMOF-7001116,FOC1([O])[C]2C(F)C3([C]4C51C2(F)[C]1C5(F)C[C]2C4(C31C2([O])OF)F)F.[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43.[O][C]([C]1C2[C]3C4[C]2[C]2C(C1F)[C]3C2([C](C4F)[C]([O])O)F)O MOFid-v1.fcu.cat0;7001116,0.512678,1.82566,2.35486,3.23073,3.92328,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['FOC1([O])[C]2C(F)C3([C]4C51C2(F)[C]1C5(F)C[C]2C4(C31C2([O])OF)F)F', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F', '[O][C]([C]1C2[C]3C4[C]2[C]2C(C1F)[C]3C2([C](C4F)[C]([O])O)F)O']"
hMOF-7000183,CCCOc1c(OCCC)c(C(=O)[O-])c(c2c1ccc1c2cc(c2c1cc(cc2)C(=O)[O-])OCCC)OCCC.CCCOc1cc(OCCC)c(c(c1)C(=O)[O-])OCCC.[O-][C]=O.[O-]C(=O)C#CC#CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu,0.851899,1.94075,2.34349,3.27357,3.90766,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCCOc1c(OCCC)c(C(=O)[O-])c(c2c1ccc1c2cc(c2c1cc(cc2)C(=O)[O-])OCCC)OCCC', 'CCCOc1cc(OCCC)c(c(c1)C(=O)[O-])OCCC', '[O-][C]=O', '[O-]C(=O)C#CC#CC(=O)[O-]']"
